Author,Rating,Review Text,Review Text Length,Word Count,Avg Word Length,Rating Binary,Sentiment Polarity,Sentiment
Lorie-Anne Ouellet,1,minut ship packagebecaus ladi keep make mistak doesnt know doingveri bad servic client next methey call cancel shipment sinc made mistak,136,21,5.523809523809524,0,-0.3499999999999999,negative
Kai V,1,alway close timeout lazi,24,4,5.25,0,0.0,neutral
Eti Cotton,1,consid close weekend even schedul announc open call present wast time way consist close hour,92,15,5.2,0,0.0,neutral
Jonathan Provost,1,lack staff open one present back min xh happen sever time employe train,71,13,4.538461538461538,0,0.0,neutral
Vronique Landry,5,great servic document visa applic send twice well serv man work full time weekday knew procedur document better,111,18,5.222222222222222,1,0.5499999999999999,positive
Denys Popov,5,love place cours peopl work thank,33,6,4.666666666666667,1,0.5,positive
Koshis,1,slow servicei order parcel amazon nov deliveri date novbut today dec still waitingsoo sad item special day unfortun,115,18,5.444444444444445,0,-0.14761904761904762,neutral
Uwizeye Jean de Dieu,1,reach said close googl map schedul show open wastag time,56,10,4.7,0,0.0,neutral
Sarah Maude,1,yeah easi,9,2,4.0,0,0.0,neutral
Kevin Orne,2,employe look peopl alway seem disturb confidenti inform given aloud whole queue hear mr x want make transfer x amount person place servic alway long star instead postcard readi send beauti good price,199,33,5.0606060606060606,0,0.2833333333333333,positive
Laurence F,1,realli slow servic fifteen custom queue take minut serv custom go elsewher unless lot time wast,95,16,5.0,0,-0.30000000000000004,negative
Christophe Gagn,1,slow servic employe dont realli know soon shipment that least bit unusu take forev back leav custom servic prefer go servic point,129,22,4.909090909090909,0,-0.20000000000000004,negative
Vronique Marceau,1,complic put good schedul bone parcel box sever time past month ive stuck nose close door paper receiv home cross hand saturday correct open hour profession canada post that clear,178,30,4.966666666666667,0,0.10999999999999999,neutral
Audrey Daigle-Gdon,3,like stuck nose lock door suppos open saq side go side build behind aw separ entranc pharmaci,93,17,4.529411764705882,0,-0.2,negative
Lucie Boutet,1,ye give note work day arriv home pm leav post offic pharmaci employe still answer close close pm what report post offic pharmaci close pm remain close saturday sunday monday go stori realli suck canada post choos fight alreadi quot low,235,41,4.7560975609756095,0,0.0,neutral
Sebastien Robidas,1,abl chang hour onlin even,25,5,4.2,0,0.0,neutral
johny doper,1,wors servic ever that get civil servant fourth time year dozen parcel shipment late day simpleton cant even find track servic altern canada post would gladli pay get peac mind btw appli post canada gener post offic particular,225,38,4.947368421052632,0,-0.044444444444444446,neutral
Pierre-Emmanuel LeMay,5,simpl conveni oper hour allow visit right work,46,8,4.875,1,0.2857142857142857,positive
Christopher Bedard,1,worst servic ever receiv busi ladi certain age scold one employe front us want ask ladi name never want give us name knew go make complaint paid account ask key post offic box never want give us lack profession compet sever level,229,42,4.476190476190476,0,-0.2714285714285714,negative
Steven Rancourt,1,poor servic stupid ladi everi time packag sent return pretext refus even though ladi assur would kept upon receipt larg order reship directli home problem word advic go ship anoth post offic,190,32,4.96875,0,-0.6,negative
Marc-Andr Vigneault,1,close hour googl close time indic employe intern door build inscrib yet arriv peopl wait peopl left much stood chat get paid pm pm left open,140,26,4.423076923076923,0,0.05,neutral
Carolina Ramos,5,excel servic kind,17,3,5.0,1,0.6,positive
Marc-Andr Brunelle-Langevin,5,alway good fast servic,22,4,4.75,1,0.44999999999999996,positive
Laurent BOYER,3,updat schedul offic open weekday,32,5,5.6,0,0.0,neutral
Regis Beaudet,4,alway well serv peak hour avoid,31,6,4.333333333333333,1,0.0,neutral
Claude LaFrenire,5,fast courteou servic,20,3,6.0,1,0.2,positive
Khalel Leconte,4,medium size post offic everyth need pick send mail postcanada clean floor varieti product visibl lot park space clean respect instruct nice inform staff day busier other plan ahead arm patienc,192,31,5.225806451612903,1,0.30208333333333337,positive
PHAT PUBG,4,often employe kind custom sometim slow sometim faster usual day fine sociabl readi help insid uniprix laurier lavoi pharmaci,124,19,5.578947368421052,1,0.11666666666666665,neutral
Mig B,1,incompet hasnt knock door year fight rain pay deliv door littl letter mail bye pay innoc taxi,93,17,4.529411764705882,0,0.0,neutral
Patrick Moreau,3,ordinari servic often long wait one comi cent,45,8,4.75,0,-0.05,neutral
Mathieu Bussieres,2,ladi glass medium short brown hair realli big zero term custom servic recept simpli chang job clearli place seem hate job,121,21,4.809523809523809,0,-0.26666666666666666,negative
Noemie M,1,worst post offic quebec went drop prepaid packag like everi day ladi postal counter told didnt queue instead drop packag scan later go put trash seriou lack profession,167,28,5.0,0,-0.5,negative
M R,2,employe nice open hour complet rotten meteor increas canada post price partli justifi better access,99,15,5.666666666666667,0,0.3666666666666667,positive
Martine Fournier,1,still close post offic open hour actual true,44,8,4.625,0,0.11666666666666665,neutral
Yves L,5,locat uniptix pharmaci well serv,32,5,5.6,1,0.0,neutral
Kamm Johnson,1,came yesterday said wasnt open noon updat hour googleonlin theyr correct,72,11,5.636363636363637,0,0.0,neutral
Alexandre Barbin-Therrien,1,schedul respect counter close multipl occas hour updat observ issu year avoid possibl,85,13,5.615384615384615,0,0.0,neutral
Sophie Ratelle,1,worst servic ever encount counter os vlosedi gone minut etc worst,65,11,5.0,0,-1.0,negative
rana gh,1,alway close,11,2,5.0,0,0.0,neutral
Prince Seun,4,friendli servic,15,2,7.0,1,0.0,neutral
Andrew Sarasin,2,ladi desk rude yesterday click finger get attent turn told im dog respond say thing usual dont problem go guess wasnt best day mayb time retir,142,26,4.5,0,0.15,neutral
Marie-ve Mimeault,1,move morn check open hour websit alreadi know open hour realli limit public servic paid tax addit imagin see fit inform taxpay citizen counter would close saturday im eve take time abl pick passport want abl go vacat ridicul,224,39,4.769230769230769,0,0.1,neutral
Denis Hamel,1,access hour realli suck difficult pick packag open work hour suppos public post offic pay tax somewhat decent servic open least one weeknight saturday morn noth say howev staff alway help,187,31,5.064516129032258,0,-0.10555555555555556,neutral
pierreluc poulin,1,chang open hour without notic,29,5,5.0,0,0.0,neutral
francois pelletier,5,good servic fast courteou,25,4,5.5,1,0.44999999999999996,positive
Steve Boutin (Acxzon),5,good servic find weird doesnt phone,35,6,5.0,1,0.09999999999999998,neutral
Mily Eros,5,good classic servic friendli servic thank dori,46,7,5.714285714285714,1,0.4333333333333333,positive
Nina P,5,mari super kind help nonexist french awesom keep good work,58,10,4.9,1,0.4083333333333333,positive
Charlotte Cerise,1,canada post broken close multipl day yet still send packag make unretriev peopl destin would give star could,108,18,5.055555555555555,0,-0.4,negative
Mike C. Chung,3,canada post offic section insid pharmaci post offic get star close monday purchas stamp pharmaci cashier send envelop within canada mail requir servic post offic staff open weekday except monday pm,197,31,5.387096774193548,0,0.0,neutral
For Freedom's Sake,5,love staff,10,2,4.5,1,0.5,positive
Luc Vallieres,1,ordinari servic concern custom,30,4,6.75,0,0.0,neutral
Karl Thibault,5,ladi custom servic extraordinarili friendli profession,54,6,8.166666666666666,1,0.0,neutral
Jean Morisset,3,time alway close saturday write due lack staff,46,8,4.875,0,-0.125,neutral
David,3,good servic open hour opinion extend later even,47,8,5.0,0,0.2333333333333333,positive
Chef Joe BBQ,5,good servic,11,2,5.0,1,0.7,positive
Marie-ve Tremblay,1,one hour wait post standard packag compani first time wait time long three employe respond singl custom understand question left line wouldnt difficult complet transact last minut two employe tri understand custom prepar enough checkout instead apolog wait time dare tell look hurri unheard usual patient understand,315,47,5.723404255319149,0,-0.06875,neutral
capucine doire,5,love staff took time listen explain big thank,45,8,4.75,1,0.25,positive
Kelly Sue Lambert,1,never seen much incompet one place servic slow inadequ ladi work check state photocopi sold overpr page return tell realiz run ink come back minut later find unabl chang ink cartridg ask refund cours problem still dont know took minut time leav without refund appar activ backstor urgent refund wait least minut kid,315,53,4.962264150943396,0,-0.08,neutral
Oliverkan Boli,1,madam unpleas want job come peopl color,39,7,4.714285714285714,0,0.0,neutral
lyzabeth Eatmon,1,leav review like theyv rung despit fact im home,47,9,4.333333333333333,0,0.0,neutral
Christian Alain,1,never open time someon pm schedul go thursday pm pm cheer rest time alway close even weekend,92,17,4.470588235294118,0,0.0,neutral
Mealprep Burgers,1,never receiv packag canada post alway go get directli counter deliveri men ring doorbel apart block hasten flee truck leav note say pick counter understand sever packag deliv could least wait minut come leav secur locker apart block purchas especi deliveri peopl there maximum return date packag also realli bore abl return time mostli fault delay,347,56,5.214285714285714,0,-0.3,negative
Marc-Andr Desmeules,1,serious possibl deliv colli time canada post deliv packag never never hold deliveri compani abl anyon explain,109,17,5.470588235294118,0,-0.3333333333333333,negative
Perfector Pc,3,ladi work counter week talk us condescend air tact shouldnt work public ask question answer thick luckili job well otherwis would put star im go im go go one even away least speak like peopl,190,35,4.457142857142857,0,-0.20000000000000004,negative
Maxime Choquette,2,servic hour terribl one weekday even open pm,44,8,4.625,0,0.0,neutral
Lyssa Fortin,1,phone number cant reach found theyv keep mail week due construct street wonder,78,13,5.076923076923077,0,-0.125,neutral
ken_ obi_x,1,worst canada post honestli gone see ask parcel say deliv well pi final deliveri man wrong address min canada post lost well chang job here opinion lot improv done chang much profession staff piti,195,34,4.764705882352941,0,-0.325,negative
Sbastien (Pensum),2,answer counter spoke postman park lot way gladli took packag,60,10,5.1,0,0.0,neutral
Louis Dufour,5,excel servic ladi answer nathalia impecc courteou answer question mr patrick f perfect thank everyth,100,15,5.733333333333333,1,1.0,positive
Gabriel Cardinal,1,thank lose packag,17,3,5.0,0,0.0,neutral
aisha al wardany,1,year deal branch staff alway work pressur would like thank miss sonq help time,78,14,4.642857142857143,0,0.0,neutral
Anna Gladkikh,5,good polit staff special thank manag laura help solv problem patient tri explain see poor english,97,16,5.125,1,0.16428571428571428,neutral
war pigg6,5,ive come post offic locat year new staff friendli courteou help manag laura done except job turn post offic around deserv high prais deal high number rude disrespect custom follow simpl instruct keep great work,210,35,5.0285714285714285,1,0.19127272727272732,neutral
Sven Zorz,5,usual peopl line wait time long orient post offic mani year good experi,71,13,4.538461538461538,1,0.13333333333333333,neutral
Winston,4,small locat tend longer line locat never experienc issu staff interact courteou prompt get counter intern logist could better speed process cut confus seem best part,165,26,5.384615384615385,1,0.4166666666666667,positive
Monica Ribeiro,1,work custom servic let tell matter rude custom never took anyon came morn monday juli ladi work absolut rude peopl front cant believ job within custom servic,157,27,4.851851851851852,0,-0.3,negative
Meaghan MacKenzie,5,elsid nicest help post offic worker ever encount ive ship hundr item post offic would recommend post offic one closebi even tape box instead make feel terribl bring,164,28,4.892857142857143,1,0.0,neutral
The Den Toronto,2,servic agent locat clue theyr know work debit machin print receipt sell wrong packag nation deliveri versu provinci refus give refund settl took slip packag gave back ask hand back said well isnt dont want take ye maam mine im paid ship,236,42,4.642857142857143,0,-0.16666666666666666,neutral
Un Identified,5,super help asian ladi let use phone call anoth locat see packag nice ladi,73,14,4.285714285714286,1,0.3111111111111111,positive
Jana Aridi,1,worst locat post offic avail toronto staff extrem rude sever understaf ladi work time decid sinc store close exactli oclock everyon els wait could longer get packag store close nine refus take anyon els make sens first time ive experienc store usual line cut peopl alreadi line extrem unhappi experi avoid post offic cost,321,54,4.962962962962963,0,-0.325,negative
Charles D,1,sum canada post offic one word would frustrat staff get confus easili prepar repeat multipl time line two peopl walk away good luck choic button use locat,154,27,4.7407407407407405,0,0.7,positive
Jaqueline Colton,5,come mostli weekend sometim weekday pick sever parcel marta alway friendli give amaz custom servic whenev send pick question ladi yasmin also love alway greet smile face,169,27,5.296296296296297,1,0.4,positive
ZV,5,use servic locat sinc move year ago found staff alway profession polit patient new male staff member howev often lacklust attitud,129,21,5.190476190476191,1,0.06818181818181818,neutral
Emily Griffith,1,absolut rude help anyth time ask question given dont know respons everi singl time older woman glass doesnt know job im fed lack custom servic pleas hire peopl actual knowledg theyr absolut ridicul,197,33,5.0,0,-0.044444444444444446,neutral
Joe Ma,1,extrem bad attitud didnt see anyon counter bell obviou look room apolog howev start racist countri even shopper employe came apolog absolutli accept,148,23,5.478260869565218,0,-0.6999999999999998,negative
tbsp,5,ive alway posit experi pharmacyconnect canada post worker may get bit slow quiet lowvolum locat help polit deserv better rate,125,20,5.3,1,0.06666666666666665,neutral
A LW,5,favourit locat line def get long ivi worker genuin loveliest peopl alway like see ship packag,93,16,4.875,1,-0.05,neutral
Josephine Fenoglio,4,eventhough one person behind counter alway pleasant help,56,8,6.125,1,0.16666666666666663,neutral
Jorge Andres Nio Vargas,5,today first time use servic canada post super fast simpl,56,10,4.7,1,0.26111111111111107,positive
east coaster,4,find staff courteou friendli effici peopl say otherwis liar folk everi day theyr alway courteou despit deal attitud quiet wait turn mind manner your incap stay home obvious there sometim line move along quickli theyr best patient downsid ship suppli overpr compar dollar store street,283,45,5.311111111111111,1,0.3333333333333333,positive
Christina Dong,1,unprofession updat work hour holiday say open sunday juli come door said open juli th also door open hour f sat howev websit say open disappoint,144,26,4.576923076923077,0,0.0,neutral
Fangtong Liu,1,charg dollar use tape tape box past year experi use canada post that never case ladi behind counter rude disagre im never go locat,130,24,4.458333333333333,0,-0.31666666666666665,negative
Mister Mobile,5,bought postcard prepaid postag intern mail line lot chang pandem,64,10,5.5,1,0.0,neutral
Elizabeth Davis,5,young ladi abl help regist forward address quickli accur maintain cheer attitud grate turn two nearbi locat excus system locat choic,132,21,5.333333333333333,1,0.1,neutral
Adam Moran,1,need updat hour actual open time went way pick packag work today find close wast time,85,16,4.375,0,0.0,neutral
Prabhjyot Kaur,1,went weekend god ladi attitud unbeliev around believ close time weekend pm stand line said close guy stand front hardli peopl,125,21,5.0,0,0.0,neutral
Biswas Sharma,1,omg ladi slow line hr pick packag ask go anoth locat need faster servic,71,14,4.142857142857143,0,-0.30000000000000004,negative
Milan Patel,5,zarish great wait take break due rush hour couldnt help everyon quickli,71,12,5.0,1,0.3375,positive
pretty Khullar,1,yesterday went ladi short hair mask rude even dont talk custom one bad experi,77,14,4.571428571428571,0,-0.33333333333333326,negative
Jason M,5,usual pretti good staff help other ayesha alway help pleasant interact good job recogn let know packag pick good custom servic,126,21,5.0476190476190474,1,0.40972222222222215,positive
Artur Delta6,1,say open hour may vari holiday close pleas notifi googl proper hour instead custom arriv packag sent home packag,112,19,4.947368421052632,0,0.0,neutral
eggie dee,5,staff gener realli nice theyr friendli effici even busiest day,62,10,5.3,1,0.6,positive
Jos Y,1,came amazon return pictur label ask could print said go print elsewher came back ask tape label said ill scan label provid print adhes one threw one provid,155,28,4.571428571428571,0,-0.25,negative
Mega K,1,come regularli twice week night time gentl man realli friendli help today came around pm pick stuff elder ladi refus give stuff even show proof deliveri notic busi card id card proof busi licens wonder look ask want said paid stuff idea left deal know wrong made thing complic pick stuff leav stuff pick realli realli realli bad day ever meet ladi wast time,357,64,4.59375,0,-0.3999999999999999,negative
Megan Chown,5,stop post offic locat shopper mail wed invit tonight two associ work tonight wonder didnt want lick envelop obviou reason help dab water back spong thing help count put stamp everyth sweet realli appreci help ill definit back thank much,236,40,4.925,1,0.009999999999999998,neutral
Luna Moon,1,horribl custom servic lie ship lazi go real canada post locat instead strang dirti conveni store pose one,105,18,4.888888888888889,0,0.2,positive
Rin W,1,got slip mail pick packag slip state oper hour ap door close p sign post offic state ap collect ap servic slip give correct pick time fix,137,27,4.111111111111111,0,0.0,neutral
Manoj Srivatsa,1,unprofession comput use print paper chines ask assist print print wrongli ask pay print refus pay mistak much disappoint canada post,132,21,5.333333333333333,0,0.2,positive
Ajay Adigopal,5,best canada post ever staff actual know came polic clearanc consul gener india got document set readi amaz canada post locat xerox photo print photo servic passport photo size tbh,179,30,5.0,1,0.5,positive
Mehak Sakhuja,1,wish could give star neg went today pick parcel sweet ladi told need physic id collect sinc weather bad confirm time told store time came around pm id mr lu im sure that real name slam door face show hand sign refus help ask question rude said alreadi said close didnt expect behaviour canada post worst custom servic experi,324,59,4.508474576271187,0,-0.1583333333333333,neutral
Khushi,4,x secur locat secur desk help channel canada post onlin custom care approach locat utmost import gather supervisor name duti retriev anymor inform document secur desk abl help unless name case number,199,32,5.25,1,0.0,neutral
nick Boskovic,1,horribl compani steal peopl stuff litterali delay order week facilti stuck pross canada post bunch crook state section section yall liabl packag show ill sue want packag yall ai gon na play monkey busi game,206,35,4.914285714285715,0,-0.3166666666666667,negative
Tyler Shiffer,1,pay em receiv standard servic ship speed canada post respect commun admin process arent attend hast japanes post run circl around us consist move packag around world faster manag move within provinc,198,32,5.21875,0,0.0,neutral
Lily Zhang,5,huge place lot mail process equip clean organ gener peopl work gener profession courteou,88,14,5.357142857142857,1,0.3833333333333334,positive
Cecilia S_sus,1,couldnt understand canada post took long deliv packag suppos deliv januari half way april appli two servic ticket final told packag either stolen lost end stori,160,26,5.1923076923076925,0,-0.07222222222222223,neutral
Giselle Segovia,1,disappoint servic receiv today although must say major experi canada post employe locat without issu posit howev consist receiv bad servic one employe particular unfortun didnt catch name orang hair glass small busi owner reli canada post mail handmad jewelri consist use letter mail cost effect way deliv item never issu employe item small packag meet standard size sent lettermail howev particular employe consist refus send item via letter mail isnt document must instead sent parcel noth canada post websit state fact say lettermail exampl mail choos send meet applic qualif item also price differ letter mail vs parcel signific despit tell consist use lettermail without issu still refus said verbatim mail need go parcel guy condescend reason get complet differ servic employe make sens choic go anoth day avoid complet futur employe noth love,849,135,5.296296296296297,0,-0.03802083333333332,neutral
Marci Halls,1,never use locat busi account mention time first time month told must fill custom form app serv packag item locat ask question valu move woman rude forgot put account wasnt happi ask redo label could get discount shipment reflect account ship box end take half hour paid made sure let know littl save never use locat,315,56,4.642857142857143,0,0.07083333333333333,neutral
Henry Hess,5,ive mail ship lot locat year folk effici alway nice everyon that say someth ive seen deal genuin terribl custom let honest canada post organis isnt perfect canada post locat excel everyon els associ canada post work well folk id higher opinion,243,42,4.809523809523809,1,0.6125,positive
Arun Guha,1,came march th around pm guy said way print ship label id print somewher els websit say label print servic peopl dont printer,124,23,4.434782608695652,0,0.0,neutral
Jennifer Sedgewick,5,dont know work januari th around pm deserv raisesom prais quit busi custom hold line impati insuffer complain price ship time worker control thing despit worker exercis lot patienc extrem help final turn understand mani postal worker salti custom make go custom great time im glad new post offic recent move pleasant experi least worker,336,55,5.127272727272727,1,0.2670995670995671,positive
Kristina R,1,rude custom servic give attitud reason unhelp shout custom five wit line close min form line close end shift arriv fault work slowli get better job hate much,157,28,4.642857142857143,0,-0.10000000000000002,neutral
Ryan Desjardins,1,im stand shopper minut employe name latoya manag supposedli post offic shopper im sure start yell scream custom quit doesnt get lunch isnt accept packag day never yell approach way other line behind stay argu fight neg star system latoya shopper queensway would get neg terribl shake sure deserv terribl treatment avoid shopper go rexal need suggest anyon read save scream,372,61,5.114754098360656,0,0.11875,neutral
Marinela Gheorghe,1,use good custom servic canada post locat thank rebecca who pleasur deal sadli today confront shockingli rude new personstaff member work behind canada post counter level rude appallingli bad attitud left astound fact person job deal public provid assistanceinform regard job canada post employe sure organ hard press staff member employ someon activ insult custom need assist mail shock dismiss abrupt attitud left without receiv assist form thrown face told call gener head offic ask speak shopper manag fluster receiv construct feedback gave littl confid dispos take action toward improv situat even though said report anyth seem inconvenienc well bad cultur bad attitud around go someplac els save treat like nuisanc instead custom,734,113,5.504424778761062,0,-0.13868686868686866,neutral
Alicia Pereira,2,sure woman staf moodi call inform packag ask advic per told anoth locat woman attitud spoke sound gener miser addit attempt deni give inform told anoth locat readili without issu gave inform suggest start question speak next locat respond im tell sometim post man sometim doesnt come give address absolut abl tell packag address go locat ultimao favour take packag next nearest canada post,389,64,5.09375,0,0.225,positive
Genevieve Doucette,1,horribl custom servic theyv start close randomli pm call doubl check sinc ive gone twice say theyr open theyr got clickhung peopl job requir semblanc peopl skill none avoid locat much busi packag,195,33,4.9393939393939394,0,0.1,neutral
Minis Tran,5,ladi work nice help even line long gentli took care custom rush make sure thing correctli cost save made sens wait bit line believ peopl friendli children elderli good heart,173,30,4.8,1,0.43749999999999994,positive
Rice Potato,1,woman locat realli need attitud check without provoc gruff tone unfriendli lucki job report would fire learn common courtesi skill consid greet someon hello start bark,167,26,5.461538461538462,0,-0.3,negative
Evgheni Barducov,5,nice staff work unexpectedli close time time blame,50,8,5.375,1,0.6,positive
Shanie Kuo,5,staff shift tonight angl help parcel despit work hour piti hurri forgot ask name want give shout help,101,18,4.666666666666667,1,0.0,neutral
Priscilla Za,1,slowest servic ever never feel bad apologis say slow day week long anytim major lack train employe profession,109,18,5.111111111111111,0,-0.24687499999999996,negative
Louis Jezsik,4,one actual post offic town like serv quickli drug store post offic friendli staff avoid show close local merchant tend arriv end day laden parcel send,150,26,4.8076923076923075,1,0.0,neutral
Jacky V.,5,good old fashion post offic hope one stay open line up shorter pharmaci staff seem experienc,92,16,4.8125,1,0.26666666666666666,positive
Jessica Wu,5,came send first letter lifetim wow blink eye staff alreadi done stamp work experi singl stamp cent tax post within canada inspir buy limit edit perman stampsmayb becom incred valuabl get old said maayyb bought onlin greedi peopl bought instor limit edit look,258,43,5.023255813953488,1,0.15,neutral
Florencia Flow,1,went month ago due pandem sign remind stay two metr apart man start verbal attack kindli told close make gestur hand call kind name say want send letter leav disast three women employe didnt help didnt say word didnt care insult secur one call anyon openli insult man unfairli need secur need teach employe help,311,55,4.672727272727273,0,0.2375,positive
Icarus Fx,1,disgust behavior wife went mail letter us know better initi tri use us postag stamp worker told valid began laugh mock make degrad comment humili went leav realiz right got upset ask name repli toni baloney would call let talk manag,232,41,4.682926829268292,0,0.36190476190476195,positive
M K,1,poor servic today last day pick import letter pm call let know pm im pm tell sent letter back today call told would send letter back day deadlin csr didnt answer kept blame co worker cant reli canada post,204,39,4.256410256410256,0,-0.1,neutral
Amarachi Ifeanacho,1,incompet staff didnt put track number mail document lost feel frustrat,70,11,5.454545454545454,0,0.0,neutral
Callum O'Hare,1,bunch extrem bythebook robot work your tape need borrow market second go liter canada post wait good minut behind one custom ask could use sharpi eventu left line realli nice ask zach behind counter could pass one two step away rather make person line wait fill address call name realli nice zach told wait nowextralong line left could ask extrem busi ladi one walk away refil milk next day learn probabl wouldnt gotten sharpi anyway came back guy front took solid minut ship item ask could use tape ladi told purchas tape cant provid result multipl minut long debat cant toss piec tape box post offic tape sell box without tape yet made poor dude spent buck pack tape left counter left travel lot easili one slowest least help canada post locat ive ever entir countri,768,136,4.654411764705882,0,0.014705882352941166,neutral
Tu Huynh,1,extrem stupid terribl servic driver deliv packag wrong place day check canada post find didnt help find solv problem servic realli slow timeconsum,146,23,5.391304347826087,0,-0.5333333333333333,negative
Pratik,5,visit today send passport kim post offic manag courteou help assist process also associ counter spontan gener thank team help cheer,131,21,5.285714285714286,1,0.0,neutral
Hannah W,1,cash debit also refus door deliveri outstand duti point pay deliveri pick covid cant pay deliveri driver okay go indoor thing pay cashier avoid locat cost,154,26,4.961538461538462,0,0.5,positive
Katharine Woods,5,famili run store canada post outlet friendli effici,51,8,5.5,1,0.0,neutral
Tanya Sutherland,1,receiv packag damag item insid ruin guy mustv extrem embarrass drop state reason return damag didnt tape fix huge damag box forc buy tape fix fix mistak pay man rude busi tri tell pack covid sir stay feet away your go make buy tape fix issu im go way absolut wast time ruin day hope never deal place,299,58,4.172413793103448,0,0.050000000000000044,neutral
Sarah S,1,amazon packag sent pick one think would safer left outsid door howev alreadi open empti shrug told contact amazon next time ill take chanc porch pirat,150,26,4.8076923076923075,0,-0.125,neutral
Mark Angelski,1,wife work home carrier never deliv packag alway leav slip knock would save us trip lazi mail peopl,98,18,4.5,0,0.0,neutral
Davis Horowitz,1,woman short red hair realli bad first sat line didnt attend custom final come speak everyon rudli turn doesnt accept chang address govern pick packag accid brought one health card mention abl chang healthcar automat updat licens well still prove live mention polici despit fact pick mani packag way dont know peopl smallest amount power let go head must someth els go life rude,377,64,4.90625,0,-0.08766233766233765,neutral
Bo Trn,1,place three seal letter canada post mailbox address resid move write clearli return sender whoever sent back mailbox need stop play stupid game think real hard suppos stranger mail,180,29,5.241379310344827,0,-0.409375,negative
Dorothy Lamond,5,found staff locat friendli help total appreci profession polit support wish peopl like girl thank,97,15,5.533333333333333,1,0.0,neutral
Stephanie Swartz,5,best post offic locat westmount staff patient kind custom terribl rude send packag regularli busi wit custom absolut disgust staff put lot alway profession love pam super help alway know best way get thing destin,212,35,5.085714285714285,1,0.5222222222222223,positive
A,1,pam need fire attitud pour unprofession ask someon question cut get snarki didnt hear answer get everyon bad day wasnt first time she like hate job much quit find job dont deal peopl,182,33,4.545454545454546,0,-0.2625,negative
Gizem A.,1,terribl post officewher suppos stay line confusingthey want us block aisl peopl shop line wont block treat like one rude,120,20,5.05,0,-0.3,negative
Chrisinlondon,5,young man believ western univers student pleasur deal pleasant polit humor,74,11,5.818181818181818,1,0.27777777777777773,positive
Fatima Badr,1,feel like post bad review talk worker includ probabl rudest custom servic repres ive ever interact regularli interrupt question also treat mom obviou disrespect went alon still hapen,182,28,5.535714285714286,0,-0.6999999999999998,negative
monitor,1,wouldnt even give one star zero score choos twice mail letter neither pleasant experi seem staff sick deal immigr friendli patient staff excit talk male custom process case appar happi stand side counter fill envelop chat male custom sick deal idiot term peopl like whose english first languag case wont go post offic anymor give workload,338,56,5.053571428571429,0,-0.1556547619047619,neutral
Dora Bells,1,rude wish pick packag somewher els peopl nice attitud give star oldiesracist,76,12,5.416666666666667,0,0.15,neutral
Walii Auto,1,lost import document canada post locat help gave number call dont recommend deal canada post futur prioriti regist mail,119,19,5.315789473684211,0,0.0,neutral
Den Maldoon,5,great help worker multipl experi differ worker gone beyond help new send parcel differ worker help pack label even give filler materi item ship small flat rate box alway polit help ladi work would recommend,206,35,4.914285714285715,1,0.1653409090909091,neutral
Joshua Klassen,4,nervou go read review howev visit far ive realiz issu arent employe rather custom one understand mail anyth custom argu employe like know job better swear seem like mail someth new invent consid one understand work reason star sometim long wait time employe custom tip read need full address person your ship dont argu employe tell postal code build number miss decid want track instead spend minut decid there line peopl behind cant believ your ask crazi question ye cost lastli money readi also look crazi new invent call tap pay less second realli shouldnt take full minut pay overal place fine ive never issu employe turn line im walk away receipt take roughli second also appreci seem wear mask fulli properli,714,122,4.860655737704918,1,0.11439393939393938,neutral
Alannah,3,would rate less sarah tri help went deliv packag return cabl box longer need approach desk ask help experi sarah seem realli nice right could explain thing judi jump basic point wall made feel dumb continu question place sticker packag parcel properli sarah best answer busi custom also heard say train came time ship judi cash left pay dollar feel like would taken time show correctli wouldnt pay much see mani bad review think compani someth terribl custom servic even though locat closest drive way avoid judi,512,87,4.896551724137931,0,0.0937830687830688,neutral
Just Some Guy without a Cool Tattoo,1,call ahead confirm handl fedex said long outsid canada go america po box wasnt got rude inform didnt even though inform offer apolog wast trip time aw servic incompet staff,172,30,4.766666666666667,0,-0.175,neutral
Jasmine Gales,1,feel custom servic low move form small town help today soon got door envaolp pope open didnt think big deal ladi took one look sigh told everyth packag must readi told happen sigh need tape,189,35,4.428571428571429,0,-0.0625,neutral
Rachel,1,could rate half star less would custom servic terribl everyon seem like theyr constantli bad day doesnt care anyth unabl use profession judgement whatsoev think outsid box solv issu serious dont go herelik ever,210,34,5.205882352941177,0,-0.3416666666666666,negative
Tom V,1,sada incred rude leav midconvers sever time unabl help item deliv post offic suppos less hassl stolen your home wish taken chanc rather forc deal person evid miser,163,28,4.857142857142857,0,-0.23333333333333334,negative
Jessica Joyce,5,cashier name karen help kind even though huge lineup client get karen save hour life thank karen,96,17,4.705882352941177,1,0.5,positive
Hashim Cheema,1,worst custom servic ever definit agre review two servic women bia toward one look intern especi white woman rude tone look disgust first time nonetheless let rude woman ruin day make bad person treat respect respect tell need fix attitud treat custom equal regardless skin colour unfortun great name canada post tarnish woman rude attitud extrem poor custom servic,364,59,5.186440677966102,0,-0.19499999999999998,neutral
Kenneth Chisholm,5,place superior hour dedic canada post outlet best use ideal secur pickup point onlin order amazon like complaint porch pirat steal deliveri home obviou deliveri altern seem underrecogn onlin shopper addit full select postal suppli regular mail well top small select po box,272,43,5.348837209302325,1,0.36250000000000004,positive
