Name,Author,Rating,Review Text
,Nabeel Ali,1,Unreal that this place is allowed to function the way it is. 4 people behind the counter yet only 2 are serving customers while there’s a line of 15-20 people. 30 minutes wait time just to pick up a package? Absolutely unreal…..
,Richard Boivin,1,Old man who served me was extremely slow and rude during the whole process. Save yourself the headache and go somewhere else.
,strat19931,1,The lines are at least 20- 30 minutes due to slow semicompetant service. One person at the counter does not work...need 2 people at all times minimum. Customers should also try not to be idiots to speed thing along
,M F,5,Sharuyan was amazing. So patient and helped me with many packages. Great employee.
,Lea Tewfik,1,"Waited 45 minutes in line to make a few returns and got ""served"" by the rudest person I have ever seen."
,Rami brm,1,The customer service at this post is terrible. Adam was the agent in charge he was not respectful at all and shoot for no reason. I gave him a good lesson of respect and complaint on him online. Hope you guys at canada post improve your service. Adam should be returned home to learn how to communicate respectfully in the society before going to work. Adam should be fired.
,Megan Yang,1,"The staff kept rolling her eyeball and frowned at everybody for no reason.  She yelled to the poor guy to do things as what she asked. Then turned to me, give me your address. Then I asked don’t you have to measure my package before you type them in? She went what’s your problem!? I was like ****!?? As she was ignoring my asking, one of her colleagues came. And made a suggestion telling me it would be cheaper if I choose to use their prepaid box. Before I got the chance to respond, the lady yelled at him let me finish my work, don’t interrupt me. Then I brought my question out again. To everyone‘s surprise, she just left leaving me full of questions in my head!!! Don’t know what annoyed her.  While filling the address, I heard she yelled like you’re not the boss!Don’t talk to me! Apparently this is to her colleague who tried to start a conversation with her. The attitude is fantastic!"
,luojihencha WhyYouCare,1,"I should have writen a bad review last time. Because of high gas price I went this Canada post again. The staff keeps rolling her eyeball when you ask her simple question like what is the price for register mail.  And I only asked once. Don’t know why that annoyed her. The attitude is fantastic, fantastic eyeballs rolled"
,B.E.L,2,"I was waiting in the line patiently and was listening the guy (employee)repeating the same things second time to the customer front of me. The customer looked confused and sad because she came all the way to post her package and the guy was keep repeating her that he cannot take the package because she has to press the paper stronger so the letters on the copy would be visible. The customer was sad and “oh really”… He could simply tell her to re-write the paper on the table on the side, close to the counter. I involved and tried to explain her that she doesn’t have to go back home, she could write there.  The guy was disturbed and almost chewed me out, said “ madam take your time but wait for your turn please “ ! What an unkind dushbag! Instead of repeating same useless explanation, do something problem solving, I thought myself… However I could only said “I was trying to help sir”… Btw, there were 2-3 more customers waiting in line behind me. Slow and unkind service!"
,Loïc Yavercovski,5,"Went there for the first time since since the Canada post at Monk is closed… I went to send an international package and the Asian lady there helped me. I think it’s the first time I deal with à Canada post employee that is so nice, polite and willing to help that I decided to write a review."
,Hien and Huy Vu,1,"Bad service. A staff who worked on Friday ( July 21, 2023) is very rude, not friendly..."
,Jessica Wu,5,"I appreaciate the fact this post office have longer hours then other post offices. Once my package got sent to this location for pickup, I was super happy because it fit my busy daytime schedule.

The staffs are very helpful and they deserve my respect for their hardwork. Two weeks ago, I tried to go there find some limited edition stamps, although they have runned out of the stamps I was looking for, the staff tried to assist me as much she could. 😘"
,Jo M,5,"Really great service unlike a lot of other Canada Post counters in Montreal. Very fast and efficient lady who is extremely service minded. I have been there 3 times and was lucky to be attended to by the same spectacled, thin, short lady who is really nice. Don't know her name, but she is like a machine. Amazing!"
,Mouris Khouri,4,A very good Canada post branch. Place is clean and very well organized.  Employees are nice and you can see right away that they do their best in order to serve their clients better. Services fees are the same of course like any other branch but at least they offer a fast and reliable service. It's really a professional teams and good management
,CaCaDamz,1,"I can understand this place gets very busy with line ups... However, if I call and you answer, I'm no less a customer and do not need to be talked to in a rushed or rude manner. I might not be on the other side of the counter, but that doesn't mean you can't be helpful and rule out manners. The woman I spoke to flat out hung up on me. Wow! Grade A service..."
,Lauren Lin,5,"Fast service!
Droped by to return my WIFI modem today. I read the reviews and pretty worried it'll take too long, but its done in 5 minutes! There is a white young guy, sry i dont know his name, who is friendly and efficient!👍"
,fahime heydari,1,"Worst staff ever. I had to leave home 15 mind early to get my parcel sent before work but the guy in the counter was soooooo slow motion that I ended up leaving without getting my packages sent. Extremely incompetent staff. I guess they take a ""who hates working"" test before hiring these people. Incompetent incompetent incompetent"
,13APHOMET CHANNELLING,5,"MY NAME IS MICHAEL, I HAVE BEEN A CLIENT AT THIS L0CATI0N F0R YRS INCLUDING 0THER L0CATI0NS,
NIC0LETTE THE MANAGER IS ABS0LUTELY GREAT AS WELL AS HER STAFF!"
,Emilia Lu,1,"Unbelievable attitude, everything worked out smoothly last time when I was picking up the package but this time the old lady refused to give me my package although I have my physical passport. Wonder if it’s due to any discrimination issue. Terrible service, I would rather return my package!

Went in again and asked for her name: Nikolai. Unlike her, the guy with glasses was very friendly."
,Guo Tang,1,"I paid over 130 dollars to sent a package and received discrimination from the staff! I wonder if my money will be used to pay those people for their food??? It’s not a good way to waste food though! This feeling is even worse than paying taxes!
Canada Post, Canada Worst!"
,Yixuan Li,1,"Zero star. This was the first time I came to this Canada Post location. The experience was awful! The front desk lady was soooo rude and threw my return packages on the floor, when she saw the customer she didn’t even say hi or a word! She seemed very angry about nothing. I didn’t remember her name, there were two staffs there, and the one treated me badly was an older Indian women. Canada post, please do something about this staff! Customers need to be treated nicely! Never come to this location again! Such a Shame!"
,Irena Ladna,1,Zero star!!! Worst service ever. Not friendly and rude woman. Agresive to customers.
,Hatem Megaly,1,"Below zero, the woman on the counter her name is Derola, aggressive, rude, impolite, arrogant.
Reported her to Canada Post and I WILL NOT LET IT GO.
How come with all the negative reviews here, they still keep her there.
Again, I WILL NOT LET HER GO WITH THE WAY SHE TREATED ME.
The worst place ever."
,bruh bruv,5,"I don't understand the negative reviews. Post Canada, a crown corporation, has a habit of making things complicated and the employees are aware of that. It's not worth getting frustrated at them.

However, if you would just listen properly, they can give you all the information you need and the process is super smooth and honestly quite pleasant.

The woman at the counter is the GOAT"
,siva ramakrishna,1,"This by far is the WORST Canada Post location I have ever come across. The staff have been rude and unprofessional. And it happened several times with different employees. So it definitely wasn't an issue with a particular individual. Their service is bad. I went to pick up something and the lady just said, computer isn't working and you can comeback in an hour. And when u called her after 2 minutes she said everything is working well.
I wish They weren't lazy and have empathy for customers"
,Jette Roma,1,"Update your hours! Such an incovenience. Google says you close at 9, you should abide by it! Arrived before 8 and it is already locked. Such a waste of time coming here."
,Marc Zehil,1,"Google says it closes at 9, I arrive at 7h50 and they say they're closed at 8h. Employes clearly don't want to work and try to get out early. Disgusting."
,Mando Rico,5,"I always get friendly and efficient service with Lisa. Wait times are usually tied to the volume of foreign money transfers made, and not postal operations. Avoid pay day and benefits evenings if at all possible."
,DEEPAK SHARMA,2,Too slow. Time consuming though successful results.
,Vincent Belhumeur,1,Adjust the hours on google maps as the store closes before 21h as indicated online...
,bayboy kg,1,Disgusting service by Alexandra the manager very arrogant. This canada post already has 2.8 stars .hope higher staff will notice and make some improvements.
,Sally M,3,"3/5 times there's an issue with my pickups... A couple of times the manager claimed I picked up my package, but thankfully the staff remembered me and told her I hadn't picked up that specific shipment. Another time they lost boxes and the manager was supposed to call me back - 2 weeks on and a couple of calls in between - I returned to be told they still hadn't found the boxes. I eventually got them, no comment... I have so many more examples of poor service unfortunately. This place can definitely be managed better! However, overall, the staff I land on have been nice and do their best with situations handed from what I've seen."
,Panteha Mamouri,1,"Generally, I am not a fan of this branch. The staff are VERY slow and undertrained. And it’s always a nightmare wanting to get your package from them. I was picking up a package one time and the lady couldn’t find it. She asked for my number to call me back whenever it was found, but never did. I had to go back a few days later and she said she forgot to look for it, but this time she just found the package in the back.

Though, one time we arrived 15 minutes before they close, and we had 5 boxes being shipped internationally. They stayed 20 minutes late just for us and processed all our packages for shipping. We are very thankful for that."
,SD,5,Patrick was the only one serving and he did hell of a job considering a massive line-up! Canada Post needs to deploy more workforce! One person working in the whole branch is not normal!
,Hossein,4,"Speaking of the staff at Canada Post, they are quick-handed and gracious when responding to customers. In addition, they do care about your delivery problems. A case in point is the time when it took just a bit long for my package to arrive for which one of the clerks working there described the procedure. He also provided me with a number to follow up on my postages.

The downside, however, is that there seems not to be two staff working there simultaneously all the time which makes  customer service a bit intolerable not only for the lonely clerk but also for customers to wait up in line.

All in all, I'm quite satisfied with the customer service provided at Canada post. I believe authorities could provide customers with seats to sit while waiting in line especially for the elderly people who are unable to be standing for even 10 straight minutes."
,Jacques Wang,1,"Very slow service, poor customer service
Employee was not available between 13:50 and 14:15 (I guess for lunch or smoke break?)
The staff being not present eems to be a recurrent problem"
,Alexandra Rupp,3,"The staff are good and friendly, but they seem very understaffed and the wait is often very long, especially if all you want to do it drop off a parcel that has a prepaid shipping label."
,sandip gadhiya,1,The employees don't know how to verify documents. They don't know what sorts of documents they have to check even if it's written on the documents.
,Jane FP,5,"Excellent service. Kind staff. I went on Tuesday night when it was very busy; yet, the service was still friendly and courteous."
,D C,2,There staff is often absent. Long lines.
,Lucas H,1,"I walk in to return a package and am told that they have no tape. Okay, I go to dollarama to buy my own roll. Come back after to get my label printed via email. Apparently they don’t print labels and tape boxes anymore. Was told to go to bureau en gros to print it. Nice!"
,Arlina Hysi,1,"Very bad experience with the employee working there. Constantly made fun of me and offended me for not knowing how mailing works. After I left and did not even say a word to her , I heard her talking to one of her colleagues about me while they were both laughing. The worst experience I have ever had. The employees name is Whitney"
,Sunidhi Sunidhi,1,I went to jean coutu to print the document and I don’t know if there was a problem in the  machine or in my usb and the lady at the cashier sent someone to help me and the guy came and said I don’t even know how it works. Like wow👏👏👏 great costumer service. Your employees don’t even know how the things work. Thanks for wasting my time.
,Handeep kaur,5,The staff boy zakkery is very kind and helpful . Awsm service 👍👍👍
,Lisa Caplan,5,"Incredible service! I'm disabled and my medication comes by mail once or twice a week The folks at Roxboro go SO far out of their way to help me - they have located missing parcels, expedited deliveries, they have resent packages twice in one day - and they are just so kind and understanding. It's not often that anything that is a part of a governmental bureaucracy works at all, much less well enough to cater to a single individual's needs,, but thee guys get it spot on - I often feel I've traveled back to a nicer era when dealing with them - THANK YOU!!!"
,Emma najjar,1,"That's awful. Especially the two Chinese employees that they are. I want to freely write that the manager should train them again!
He gave me the cardboard glue and told me to glue the cartons yourself because it is yours and this was the first experience in my life that the post office employee is so rude and irresponsible!
Or the Chinese girl employee is very impatient and irresponsible. Because I live in this neighbourhood, I have to go and every time I see these two people, I return home disappointed and angry."
,D. W.,2,"Thought I got charged twice for one shipping envelope, asked the worker if they made a mistake. They denied it, and once I paid and got my receipt, I could confirm I was charged twice. Inattentive and sloppy. Expensive to mail a small package as always, inside Canada or to the US. Will try the UPS shipping on Notre Dame next time."
,Ekaterina E,1,12 o’clock on Sunday it is closed. On Google maps your working hours on Sunday are 09:00-17:00. I made my way from Île des sœurs to see that you are closed?!
,Jeannie Lee,2,"The red hair lady at the desk will find a reason not to send your package and when she does, she’ll give you a big smirk. The rest of the staff are great."
,Semeon Arthamonov,4,"Ever since the working hours were reduced, you have to wait in a noticable line. Otherwise, great place with a very friendly staff."
,Adam Dadoun,2,Staff is super friendly. A gentleman helped me with the self serve machine... there was one big package that could not fit in so I waited in line. 2 persons in front left and lost patience. The lady at the cash is very slow and i think the man that helped me was on break but still... you are expected to postpone your break when it gets packed..  everyone is frustrated in the line. More staff should work there on weekends since this is when people are not working or in school and actually go to the post office .. 😒
,Raiden Yvelina,5,"Never waited more than 5 minutes and staff is very competent! If you are in a rush perhaps don’t go during rush hour, or have your parcels delivered to a less central location 🙂"
,Alexander Peplowski,4,"There's usually a line around rush hour, but aside from that I've never had a problem picking up a package here"
,Amy Tang,1,"Service so slow that makes me never want to go get my package. Very disorganized and really horrible service. They close at 5 but in reality closes at 4:45 because of their lazy, slow and inefficient staff. Worst post Can I’ve ever been to."
,Lucas Lacerda,5,"Staff was very helpful every time I needed to go there. Fast, friendly and efficient service :)"
,Louis Jezsik,4,"One of the few actual post offices in the town. You are more likely to be served more quickly here than in the drug store post offices. Friendly staff. Avoid showing up just before closing! Local merchants tend to arrive at the end of the day, laden with parcels to send out."
,Jacky V.,5,Good old fashioned post office. I hope this one stays open. The line ups are shorter than at pharmacies and the staff seem more experienced.
,Jessica Wu,5,"I came here to send first letter of my lifetime, and, WOW, in a blink of the eye the staff was already done with stamping and doing her work.

In this experience, a single stamp is 1.07 cent before tax (to post within Canada). After this, it inspired me to buy some of their limited edition permanent stamps...🤣maybe they will become incredibly valuable when I get old (I said maayybe). But I bought them online as other greedy people bought all the in-store limited edition I was looking for."
,Florencia Flow,1,"I went a month ago, due to the pandemic it had signs reminding you to stay two metres apart.
A man started verbally attacking me when I kindly told him he was too close by making a gesture with my hand. He called me all kind of names while I was saying I just wanted to send my letter and leave.
It was a disaster,  the three women who are employees didn't help me, didn't say a word and they didn't care for all the insults, there was no security and no one called anyone. I was openly being insulted by a man unfairly.
You need security or you need to teach your employees to be helpful."
,Icarus Fx,1,"Disgusting behavior! My wife went there to mail a letter to the US. Not knowing any better, she was initially trying to use a US Postage stamp. The worker told her it was not valid but then began to laugh at her and mock her by making degrading comments to humiliate her. When she went to leave, she realized it was not right and got upset. She asked him for his name and he replied ""Tony Baloney"" and would not call or let her talk to a manager."
,Donka,2,"Empty counter with two person behind it  :)  Very rude young lady, forcing herself to be polite ! She wasn't very helpful. So I went on the other side of Decarie, way better but of course crowed as usual."
,Brandon Berkovits,4,"FYI for everyone.  canada post website says typical operation times but there is a note at the counter saying otherwise.

********************

Due to COVID-19, the Post Office is running reduced hours.

10am - 5pm weekdays.
11am-3pm saturday
closed on sunday

********************"
,Lily,5,Quick and friendly service 👍
,Anchal Khare,5,Nice staff. Always polite and helpful. Usually not crowded
,Dreezy Gabriel,1,Rude customer service at the postal office. Didn't seem interested at all to help and welcome any customers answer in a very in polite way. Very Disappointed
,Jacklyn Leonard-Bourdages,1,"The lady working last night has 0 customer service skills. Saying “Yup” to call the next customer, belittling customers because they were having trouble understanding her, throwing a box into the back storage area, slamming things on counter. I’m pretty sure my shipping was already included with my return but I paid anyways because I didn’t want her to make me feel stupid. I understand that we need to be patient since finding and hiring staff is difficult these days, however, this was unacceptable."
,Flavio Das Chagas Dias,5,Very friendly and professional staff.
,Kiri Siva,5,I don't understand why people are giving it a 1 star rating. It's a post office for God's sake. The staff is always helpful especially the young lady with piercings.
,Terina M,5,"Been going here quite often, and as always, great service, friendly and knowledgable staff, always a pleasure doing business with them."
,Mostafa Eletriby,5,Excellent sevice
,Vince De Rose,5,Service is great and staff is friendly.
,"Tony, le Lavallois",5,Good service and efficient employees
,William B,1,"Closed on Sundays, contrary to what is written on the opening hours"
,Luis Rodriguez,5,The service is perfect.
,Chito Aipheng,1,Worst service. The attendant was incredibly arrogant.
,wongi C,1,"I don't understand why there are people at the counter who look tired and don't want to work. Very very slow and rude and passing my things by pushing her feet. I've been in a bad mood here at the office many times, but today was the worst.

If Canada Post insists that it's okay to be rude because the clerk is old and female, I'll forget what happened today.

One more here, a few months ago, my wife went to pick up something in the evening with a delivery notice, but after 20 minutes, she just came out empty-handed. When I asked why she was empty-handed, the clerk said she was busy and didn't have time to take care of her parcel, so the clerk told her to just go. My wife was almost in tears..... I went into the office upset and tried to ask the clerk what was going on. When the office clerk saw that my wife showed up with me, she immediately took care of the delivery notice and picked up the package in the back room. I've had a few more bad experiences with them, but I'll stop for today. My conclusion is Canada Post is rude, slow and lazy."
,griffin quigley,1,Today I went to this Canada post location as it was the closest to me while doing a work visit. This was my first time dealing with this location. I and an frequent customer so I expected my transaction to be easy just like the others well Boy was I wrong. I waited 20 minutes for the post office clerk to finish a transaction for a single stamp to the US. When I got up I asked for all my items to be sent lettermail 13 to be exact. She created the oversized mail labels and I paid for the transaction. She then told me that I had to place the labels on the parcels and I told her that was her job to do. She argued back at me during this time and I just did it to ensure that my items had the correct label on them I then realized she charged me 2 extra labels and told me that if I wanted a refund that she would have to cancel my whole transaction. She was very rude and I shouldn’t be doing her job. I would not recommend this location and hope that the customer service gets a big improvement
,Viki LI,1,Worst delivery and pick up service ever. My item was sent to the wrong location and I had to pick it up by my own….
,Woo Choi,1,"I sent my parcel (suitcase) from this location to Ontario at July 23 by Monica. I felt the person is look tired and work loosley and vacantly. and the item is not available to track since August 5, and status shows the item is still in Halifax. Do they sent my parcel on right way?  I spent my time and effort to find my parcel and submit investigation tickets via CP for a month but CP closed the issue. it was suitcase contains over $400 values stuff. I lost my package with no reason."
,Mike _,1,"Extremely inexperienced staff. The lady with post office manager name tag unable to print labels and blamed it on customer. Offers no resolution at all.

Use Almon St location if you can."
,V. Philendra,5,"Had a false customs charge on a package from Korea and Haliey encouraged me to send it for a re-evaluation, helped me with the forms, and I was back in today after a month getting my package released for free (as it should be because the shipping was already paid for in Korea while sending). Thanks to Hailey I didn't lose $40+, she absolutely deserves a raise!"
,Syameena Pillai,5,Gone to this location numerous times to return and pick up packages. All the staff have been extremely friendly and helpful. It's well organized and fast-moving. No issues at this location. Would highly recommend!
,Maxine Rudy,5,"I have always found the staff at this post office to be helpful, courteous and efficient!"
,Joseph Brooks,5,"I had to check the hours on google before going and noticed all the negative reviews. I was surprised since Ive gone to this location numerous times and never noticed anything negative. All these negative reviews about someone named Scott and so I couldnt help but notice that it was exactly Scott who was working when I went in today. He was perfectly polite and helped me with what I needed. I even was unintentionally a bit annoying as a customer and he still helped me with no rudeness or anything. I guess if you expect the red carpet laid out for you and a shoulder massage at the post office, and Scott doesnt do that for you, then you're bound to get upset and leave a negative review. But yeah there is really nothing to complain about at this place."
,Kenneth Carmichael,4,Decent little Post Office in the south end. This location has extended hours including on Sunday so it is more convenient than others. I’ve never had to wait long in the line up here as the staff seem to know what they are doing. They have a small collection of collectible stamps and First Day Covers as well. Many of these kiosks do not.
,Alisha Vidito,1,"Usually an okay post office location.  However, a few months ago, there was someone by the name of Stephanie working.  She was quite snippy and rude to me.  I asked her approximate times for different shipping options and she was abrupt/snippy: ""I have no idea! We can't predict anything"". An appropriate response could have been:  ""we are experiencing trouble with estimating times for deliveries because of xyz factors. Sorry about that, I wish I could be more accurate for you"".  Stephanie needs to improve her customer service! I left there extremely irritated and I will no longer recommend this location."
,Ting Li,1,"On Google and their location both show working hours until 2100(9pm), but I went the post office 6pm, they already closed. They should update the working hours properly."
,Bonnie Chiasson,1,"I know there are challenges in the delivery services and one has to allow a bit of delay for that under the circumstances.
However, knowing that your parcel from AMAZON has been sitting idle at this Halifax Central Station for 5, 6, 10 days is infuriating and frustrating. AMAZON has already refunded the value of two packages to me because of LATE DELIVERY!!! One package was valued at $69.19 and the other was $46.77.
How can this possibly happen?  Other delivery services have adapted to the current COVID-19 workplace changes. This has been going on for over a year after all. You should have adapted more effectively by now or you should just throw in the towel.
Most other delivery services manage to get their packages delivered on time and, in most cases, a day or two early.
Not only is this Halifax Central Station costing AMAZON a LOT of money, they are also a huge blemish for Canada Post.
Currently I am waiting for a package that has been in Halifax since March 23rd...it is now March 28th.  Their tracking site says it Now is rescheduled to arrive on March 30th.....it was due March 25th. AMAZON just sent me a message advising that I qualify for a refund due to late delivery.....AGAIN !!!!!
CAN ANYONE TELL ME WHY THIS IS HAPPENING OVER AND OVER AGAIN!!!!
Get your business in order HALIFAX!!"
,R E,5,"Note it's closed 24-26 Dec, 31 Dec- 1 Jan. This is the ONLY Shopper's with a photo lab for passports and official documents etc, as well as a post office. They're both inside the Shopper's but know that Canada Post had different hours."
,michele smith,1,They are supposed to be open till 9pm today. I needed 3 stamps had to buy a book of 10 because the postal outlet was closed.
,Grace Cowan,1,"Instead of updating their hours online like a professional business, they put up a sign, so I walked all the way to this post office to discover that they were closed. This was New Years Eve (a Friday), so I get that they’re also closed on New Years Day (Saturday), but I was informed that they’re also closed on Sundays, which is incredibly frustrating. Not only does this mean that I can’t pick up my package for 3 extra days, but I needed something out of the package for someone that was supposed to be leaving on the Sunday, and now can’t leave because we were unable to pick up the package. The front clerk that I called afterward to ask if there was really no way I could just pick up my package was unpleasant and unhelpful, all she said was that they would be open on Monday. Waste of my time and my friends money, because now they have to reschedule their entire transportation situation. And I could have collected it yesterday had they updated their information online and not given the impression that they would be open. Not impressed."
,S B (Strongbeans),1,"Needs to update their hours online.
Also their signs in store are also confusing for hours of business"
,John Knowles,1,"Girlfriend was overcharged, by 10+ dollars, and they weren't able to refund her for like 30 minutes. If you value your time, avoid this post office at all costs."
,MJ Seager,5,The ladies who work here always go above and beyond. Service with a smile and extremely understanding. I was very late to pick up a parcel and it was held there for me beyond my given days. I appreciate them! Thank you!
,Koustav Pain,5,"Been there twice, great experience both times. Really helpful"
,M Dambergs,1,"Closed at 6 due to COVID-19. Why aren’t the hours updated? I assume because the Lawton’s staff prefer to harass people who come by after 6 and are confused and upset, as they did to me when they prevented me from picking up a package that contained my medication.

If you don’t like having people call the cops on you for crying, don’t use this location."
,Asif Zarin,5,"I was assisted by Kimberly martin.
Very helpful and friendly lady.
She guide me very professional way."
,J Mac,5,"Angela is the best in the business. Always a pleasure to deal with, very professional and extremely helpful. Thanks for everything Angela, you are the main reason I do business with this Canada Post location!"
,Juliano Ferrari,1,"This is NOT directed to this location by any means but to the whole Canada post failing corporate. Since the last strike you had your service became terrible, I ran my business for decades by sending cheque’s via Mail. Now it’s 3 to 1 every three times they get it out once to desired destination. It’s effecting my reputation as a business owner.
Shame on you. Get enough man power out there or simply shut the operating Down."
,L. Y.,5,"Angela is her name and she is an angel
Saturday afternoon, She went beyond and above her way to help me reorganize the boxes, seal them back tight and ship them.
Thank you Angela, Canada post should be proud of having someone like you working with them. Kudos"
,taylor perry,5,"This is my regular post office and despite bringing 50-100+ packages there every time, the two main ladies are the sweetest and nicest people! They scan all my packages very quickly and i’ve never felt like they were irritated or annoying about having to do it!(like other locations ive been too). They’re so nice and make conversation about my business and i enjoy chatting with them while I wait! I remind them how awesome they are everytime! Thank you for your hard work everyday!!!🥰"
,Frank Wormald,3,Slow service. It's often busy with one clerk so allow 10-15 min.
,Shaul Byunghyun Go,5,kind and helpful staff. happy every time I drop by.
,Ayodeji Arowolo,5,"A lady served me today February 10, 2021 about 15:00hours and I must say that was excellent customer service! She was very helpful and polite and if I were a mystery shopper she'd score a straight 100%😃. Thank you very much."
,Rmie Rxs,5,"I came to post two parcels the other one international, I did not realize for the customs document, they do not really give you the paper form option anymore, instead it has to be done on line, anywho, not that I am making an excuse I am really busy with my chore, two children, work and other duties that I am always running, at Bayers Road Canada Post a year ago the staff at Canada Post gave me a $**t with this exact issue, I forgot to do the thing online, and I only have 10 minutes of window that day as I needed to return to my work,  Edie on the other hand (of Canada Post Larrry Uteck, 15th of October, approximately 1530) despite the line up, and because for some reason the scan won't work I kind of expected she would snap to me and judge me why I did not or was not able to do this on line, instead she said let me try to do it here manually for you, Edie thank you, you made my day, again I was on a hurry that Friday afternoon, and have not eaten anything and have to ran chores, but you took and help me accomplish one of my errands which is to finally send of these parcels, thank you for your kindness, patience we need more of this kindness especially these trying times"
,Ms. B,5,"Everytime I go into here the ladies are so nice. Always helpful. I mailed a parcel the other day on Saturday, we had a hard time with the process but the lady was very patient with me as was I with her. We finally got the job done. Great experience!"
,Manpreet K,1,"RUDE STAFF I never had an issue there before but this time it but kind of racist behaviour i felt there...
I was there on Feb 17 around 6:30-7:00 that CSR I know she is new there as i am regular customer but she doesn’t know how to talk and respond to customers..NO CUSTOMER SERVICE AT ALL... It was not only me that felt that but there was another girl as well she felt same way.. she only talk nicely if you are blonde breaks my heart. (She asked me to bring my lease paper as my NS license is not enough)
I will never go back to that location ever again
Used to be my favourite one"
,Carla Wright,5,"Amazing service from these ladies every time i go in there.  Always friendly and helpful.  Cannot say enough about these gems...  I take all my postal needs to them.  Julie, Pam and Colleen are awesome."
,Mervat Ahmad,1,"very rude Woman, her name's Colleen , she shouldn't be working in customer service she treat the people like garbage and she doesn't respect any of the people who were on line ,,,, i shouldn't put any star to this review"
,MALEK BADOUR,1,"The lady who works there ,her name is colleen and she's  very rude an she shouldn't be working there  very very bad customer service and bad attitude"
,Grant的加拿大笔记,1,"I took rerun label. The staff didn’t want to do anything about the package, just asked me to use the tape to seal envelope and put the label sticker on it. Thanks for training me! Maybe that’s their policy to teach customer how to self service?uh…or they don’t want to take any responsibility about packing if there’s something wrong with broken item, so they just want you to do everything and they just accept it what it is and deliver. It’s interesting service"
,Antony Fu,5,"Always like to come to this CP since moved to nearby community. Less busy than the one at Lacewood. The staffs here always have smile on their faces and always, always very patient.

I happen to be greeted by Kevin many times for afternoon visits. He is particularly informative and efficient, guiding me to the right type of service I need and save my time and money!"
,Corey Saunders,3,"Been my local post office for a couple of years now, and it's generally a normal post office experience. However, I went there yesterday evening to pick up and also send a package. I merely asked a pretty basic, nonchalant question (address/identification related) about another shipping service and the young woman curtly replied ""I don't know, I don't work for them."" Thanks, I knew that. After signing for my package on the touchscreen I forgot to press 'OK' and tried to press it with my finger and she basically yelled at me to use the pen. She might be the most unpleasant person I've dealt with as a customer in years. I know it's a government job and customer relations isn't priority one but she was just outright rude."
,Ghost Buster,1,"They won’t even print labels for returns. I had to go staples and spend $2-$3 trying to print the labels. I couldn’t get the labels to print. So I had to cancel the cancelation and send through ups. CP you give terrible service. Your packages take weeks to arrive, where every other courier service takes 2-3 days. Spent a couple of hours just trying to process returns."
,Nate Sutton,4,Store is located at the back of the Guardian. Staff have always been friendly and helpful. The biggest problem is there is only one person manning it that ive seen. This place can sometimes get busy and ive been stood waiting for 30 minutes + before. Other than that good.
,Anna Brozek,4,"Good service most of the time!!! I drop off packages every few days and most of the staff are really nice and always get to work scanning my parcels right away. There's just an employee or two that I have to ask for service. But overall really nice place. They have a bunch of supplies for packaging there too, if you're short on time. Just a tip though, you can find boxes for about half the price at a dollar store! Same with the bubble mailers."
,Nigel Thorpe,5,Situated in Shoppers Drug Mart. Friendly staff.
,Johnny Chronic,5,Friendly staff :)
,Scarlet Dean-Moore,5,
,Fran A,1,"Please stay out of this Canadapost as they are ridiculous! I came here with my return package and they rejected it as it’s too complicated for them or someone is too lazy to try to help or figure it out.

I had 3 items from the same shipper on Amazon. On the label it said 3! Items but they gave ridiculous excuse… oh you need 2 other different labels.  And I’m like they all came together.
Going back and forth just for one of them to tell her colleague “oh manager said we shouldn’t accept these items”.

And I’m just like you guys should have just said you’re too lazy to return my items than giving me silly excuses!"
,Ev McCrea,5,Stephanie is the best she helped me out with everything from stamps to packages she is the best. I just want to say this because this post office seem really under rated.
,Reggie Sutton,5,Maria was very kind and helpful!
,Meizheng Tong,5,The lady is kind and extremely helpful 😊
,canchooc,1,"Lucky if they even go in your driveway before listing the package as ""attempted to deliver"""
,Graeme Lipford,1,"Went through 3 employees - nobody knows what Snap Ship is? I’ve been shipping here twice a week since dec 2019, take 2 months off of shipping and now suddenly nobody working there knows how to scan a QR code and print a shipping label- saying they’ve never heard of snap ship.

Like going to McDonald’s and being told sorry sir, we don’t know what French fries are, are you sure you’ve ordered them here before?

Ridiculous"
,Monique MacKenzie,5,I had excellent service last night. The young man was very efficient. He had a pile of parcels to tend to but was very patient with me.
,Michelle Dyke,3,"Had a bit of a wait, not too long."
,Manpreet K,5,They have best staff as compared to any other location of Canada post 👍🏻 I feel confident and always come back with smile just because of their great customer service
,shirley haynes,5,Always good service
,Tom Cao,1,"They don't even provide tape, you need to buy it yourself"
,Dan Nordoff,4,I've always had great customer service here.  Pleasant staff and professional service. It can be busy sometimes though because of its central location.
,Ryan O'Toole,1,"Rhonda is the absolute rudest person I've dealt with in a long time. Every time, too, without fail."
,Corey Grandy,3,Supervisor could use a lesson in customer service and being a pleasant person from her much nicer employees.
,Qasem,1,Different than other Canada Post locations! It seems like it's privately run. Workers are usually slow and inefficient. They charge higher taxes on mail than other locations!
,Jason Smith,1,Item was delivered to my house but I had to sign for it. When I went to sign for it the driver said he made a mistake and I would have to go to the post office after 6pm and pick it up there. He literally took the package back from my hands.  I drove to the post office for 7pm (it closes at 8pm) only to be told by Superstore staff that they are understaffed and needed to pull people from the Post Office to man the Superstore.
